Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6532,Muramasa: The Demon Blade,PSV,2013.0,Role-Playing,Marvelous Entertainment,0.13,0.0,0.1,0.03,0.26
16469,Magicians Academy,PS2,2007.0,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01
11671,Duke Nukem: Land of the Babes,PS,2000.0,Shooter,Atari,0.04,0.03,0.0,0.0,0.08
501,Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
6153,Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28
2166,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.33,0.09,0.12,0.96
5749,Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31
13048,Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05
440,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
2162,Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.34,0.2,0.13,0.96
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,Activision,0.0,0.06,0.0,0.0,0.06
4527,Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.21,0.19,0.0,0.04,0.43
245,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.54,1.94,0.19,0.77,4.45
12525,Destiny: The Collection,PS4,2016.0,Shooter,Activision,0.01,0.04,0.0,0.01,0.06
14968,Chili Con Carnage,PSP,2007.0,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02
4266,Brothers In Arms: Road to Hill 30,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46
134,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36
1819,Moon Patrol,2600,1982.0,Shooter,Atari,1.05,0.06,0.0,0.01,1.12
4341,Area 51,PS2,2005.0,Shooter,Midway Games,0.22,0.17,0.0,0.06,0.45
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06
3117,Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04,0.65
13349,Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
1967,Cosmic Ark,2600,1981.0,Shooter,Imagic,0.99,0.05,0.0,0.01,1.05
4395,Defender II,2600,1987.0,Shooter,Atari,0.42,0.02,0.0,0.0,0.45
8495,Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16
8169,Otomedius Excellent,X360,,Shooter,Unknown,0.13,0.0,0.04,0.01,0.18
2750,Coded Arms,PSP,2005.0,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05
6837,Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
13937,Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.04
551,Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
11695,Vietcong: Purple Haze,XB,2004.0,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08
4261,Brothers In Arms: D-Day,PSP,2006.0,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46
10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09
7802,50 Cent: Blood on the Sand,PS3,2009.0,Shooter,THQ,0.1,0.06,0.01,0.03,0.19
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,Activision,0.17,0.15,0.0,0.09,0.41
11133,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09
15013,Serious Sam HD: Gold Edition,X360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02
4295,Space Invaders,SNES,1994.0,Shooter,Taito,0.0,0.0,0.46,0.0,0.46
4238,F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
2747,Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.33,0.28,0.02,0.12,0.75
9563,Gunstar Heroes,GEN,1992.0,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
8665,Trigger Man,PS2,2004.0,Shooter,Play It,0.08,0.06,0.0,0.02,0.16
11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.08
9851,Famicom Mini: TwinBee,GBA,2004.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
3459,Titanfall,PC,2014.0,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58
2473,Borderlands: The Handsome Collection,PS4,2015.0,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
8654,Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16
10113,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11
12944,DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05
1535,Transformers,PS2,2004.0,Shooter,Atari,0.63,0.49,0.0,0.16,1.29
5381,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34
11172,F.E.A.R. Files,X360,2007.0,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09
3334,Call of Juarez: Bound in Blood,X360,2009.0,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.61
15517,Triggerheart Excelica Enhanced,PS2,2009.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02
9087,Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14
5575,Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33
14109,Marines: Modern Urban Combat,Wii,2010.0,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03
8002,Syndicate,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
3683,Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
12533,Combat Elite: WWII Paratroopers,PS2,,Shooter,Unknown,0.03,0.02,0.0,0.01,0.06
1381,Call of Duty: Black Ops,Wii,2010.0,Shooter,Activision,0.82,0.47,0.0,0.12,1.4
11340,Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08
1909,Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08
5120,Rage,PC,2011.0,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37
3803,Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
4079,Battlefield: Hardline,PS3,2015.0,Shooter,Electronic Arts,0.12,0.23,0.07,0.07,0.49
16232,Brothers in Arms: Furious 4,X360,,Shooter,,0.01,0.0,0.0,0.0,0.01
13696,WarJetz,PS2,2001.0,Shooter,3DO,0.02,0.02,0.0,0.01,0.04
8010,Close Combat: First to Fight,XB,2005.0,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18
8138,Heavy Fire: Afghanistan,PS3,2011.0,Shooter,Unknown,0.17,0.0,0.0,0.01,0.18
2825,James Bond 007: Agent Under Fire,GC,2002.0,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72
1864,NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
16245,F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
2634,Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78
8777,Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
8383,James Bond 007: Everything or Nothing,GBA,2003.0,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17
13970,C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04
80,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49
3144,Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64
3289,Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61
5738,Einhänder,PS,1997.0,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
14478,Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13964,World of Tanks,X360,,Shooter,,0.0,0.03,0.0,0.0,0.04
907,Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.77,0.78,0.04,0.31,1.91
3687,Red Dead Revolver,XB,2004.0,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55
15820,Platypus,PSP,2006.0,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02
13813,Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04
15537,Urban Chaos: Riot Response,XB,2006.0,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
9164,Epidemic,PS,1995.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
3011,Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,Activision,0.49,0.16,0.0,0.02,0.67
6701,The Sims 2,XB,2005.0,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25
14238,The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03
909,Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
7948,Star Trek: Legacy,X360,,Simulation,Ubisoft,0.14,0.03,0.0,0.02,0.19
504,Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
4726,Fantastic Pets,X360,2011.0,Simulation,THQ,0.3,0.08,0.0,0.03,0.41
12116,TigerShark,PS,1997.0,Simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07
7839,GunGriffon,SAT,1995.0,Simulation,Sega,0.0,0.0,0.19,0.0,0.19
16147,Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01
8601,Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
2606,Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79
2614,Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
5629,SimAnimals,Wii,2009.0,Simulation,Electronic Arts,0.15,0.14,0.0,0.03,0.32
7573,Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2
10487,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
10341,Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11
12196,Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07
15146,IL-2 Sturmovik: Forgotten Battles,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
945,"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83
4461,Petz: Horsez 2,DS,2007.0,Simulation,Ubisoft,0.41,0.0,0.0,0.03,0.44
6655,Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
477,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
2462,Petz Dogz Fashion,DS,2008.0,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84
542,The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
8870,Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15
15347,Airport Simulator,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
2561,The Sims 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81
6399,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27
6610,Secret Weapons Over Normandy,XB,2003.0,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25
4117,Harvest Moon 64,N64,1999.0,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
2128,Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98
15906,Portable Island: Tenohira Resort,PSP,2006.0,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
4784,Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.0,0.13,0.26,0.01,0.4
16573,Farming 2017 - The Simulation,PS4,2016.0,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
12828,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
4194,The Sims 3: Ambitions,PC,2010.0,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47
4716,Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41
3079,The Sims: Bustin' Out,GC,2003.0,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66
5568,Discovery Kids: Puppy Playtime,DS,2009.0,Simulation,505 Games,0.3,0.0,0.0,0.02,0.33
3232,World of Zoo,Wii,2009.0,Simulation,THQ,0.41,0.16,0.0,0.05,0.63
1437,Dance Dance Revolution (Japan),PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35
15541,Guitar Freaks V3 & DrumMania V3,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14283,Mame Goma: Honobo no Nikki,DS,2007.0,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03
13337,Wing Island,Wii,2006.0,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05
5216,MechAssault 2: Lone Wolf,XB,2004.0,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36
4740,Densha De Go! 2,PS,1999.0,Simulation,Taito,0.0,0.0,0.38,0.03,0.41
6658,Animal Paradise,DS,2007.0,Simulation,Empire Interactive,0.09,0.14,0.0,0.02,0.25
6486,Project Runway,Wii,2010.0,Simulation,Atari,0.24,0.0,0.0,0.02,0.26
2376,Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87
3480,Petz Nursery,DS,2009.0,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.58
1126,Viva Pinata,X360,2006.0,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
4867,Harvest Moon: Save the Homeland,PS2,,Simulation,Unknown,0.19,0.15,0.0,0.05,0.4
16296,Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,0.01
7997,EyePet & Friends,PS3,2011.0,Simulation,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19
6560,A.C.E.: Another Century's Episode,PS2,2005.0,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26
10789,Pony Friends 2,Wii,2009.0,Simulation,Eidos Interactive,0.04,0.05,0.0,0.01,0.1
10809,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
11361,Petz: Dogz Family,PSP,2009.0,Simulation,Ubisoft,0.05,0.02,0.0,0.01,0.08
9812,Petz Fantasy: Moonlight Magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12
14793,DrumMania 7th Mix,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
11093,Sidewinder Max,PS2,2000.0,Simulation,Asmik Ace Entertainment,0.0,0.0,0.09,0.0,0.09
15940,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
2090,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99
14510,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
3135,Paws & Claws: Pet Vet,DS,2007.0,Simulation,THQ,0.6,0.0,0.0,0.05,0.64
10502,Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,0.07,0.03,0.0,0.0,0.1
16064,Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01
8594,Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16
12770,Dreamer Series: Babysitter,DS,2009.0,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06
11452,R/C Stunt Copter,PS,1998.0,Simulation,Interplay,0.04,0.03,0.0,0.01,0.08
2104,Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.8,0.0,0.18,0.99
12188,Petz: Hamsterz Bunch,PSP,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07
5921,SimCity 4,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.05,0.3
16331,Wedding Planner: Dream Weddings Guaranteed,DS,2010.0,Simulation,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
4677,Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41
15170,Freedom Wings,DS,2006.0,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02
4550,Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43
7501,Discovery Kids: Pony Paradise,DS,2009.0,Simulation,505 Games,0.19,0.0,0.0,0.01,0.2
14169,Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03
2096,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99
14293,Flipper Critters,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
5425,Pony Friends 2,DS,2009.0,Simulation,Eidos Interactive,0.21,0.1,0.0,0.03,0.34
14882,Ocean Commander,Wii,2009.0,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03
14305,GunGriffon: Allied Strike,XB,2004.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
4536,Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43
4305,Warhawk,PS,1995.0,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46
12977,The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
11828,Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07
6014,Ace Combat: Joint Assault,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29
8496,True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16
13853,FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04
9407,The Flintstones: Bedrock Bowling,PS,2000.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
5516,Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.26,0.04,0.0,0.03,0.33
15224,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
7892,Shaun White Skateboarding,PS3,2010.0,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19
758,Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16
7274,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22
10293,Backyard NFL Football '10,X360,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11
10612,NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.08,0.01,0.0,0.01,0.1
7952,Pro Yaky? Spirits 2012,PS3,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
11663,Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
16356,G1 Jockey 4 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01
2687,Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76
8653,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
932,NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86
6091,Power Pro Kun Pocket 11,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
6739,We Love Golf!,Wii,2007.0,Sports,Capcom,0.2,0.01,0.03,0.02,0.25
14301,Elf Bowling 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
8779,NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
13201,Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
7056,Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
8206,NBA Starting Five,PS2,,Sports,Unknown,0.09,0.07,0.0,0.02,0.18
3814,J-League Soccer: Prime Goal 2,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
7451,Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21
3495,NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58
7357,Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.01,0.0,0.02,0.21
1521,EA Playground,Wii,2007.0,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3
15153,Rocket League,PC,2016.0,Sports,505 Games,0.01,0.01,0.0,0.0,0.02
3501,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58
5885,Hard Hitter Tennis,PS2,2001.0,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.04,0.3
8198,Pro Yaky? Spirits 5,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8837,NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
2165,My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.96
2464,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84
1472,NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33
14240,Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03
14231,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03
14727,NBA 2K7,XB,2006.0,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
11431,FIFA Soccer 2003,GC,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
2891,Football Manager 2014,PC,2013.0,Sports,Sega,0.0,0.6,0.0,0.1,0.71
4318,Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
4465,Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44
11389,J-League Winning Eleven 2009: Club Championship,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
14350,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
11255,NCAA Football 08,XB,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
10773,Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
4510,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43
10068,International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
8185,ESPN X Games Skateboarding,GBA,2001.0,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
8688,NBA 2K3,GC,2002.0,Sports,Sega,0.12,0.03,0.0,0.0,0.16
6824,Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24
13615,High Heat Baseball 2002,PS,2001.0,Sports,3DO,0.02,0.02,0.0,0.0,0.04
1854,Triple Play 98,PS,1997.0,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1
6528,NCAA March Madness 08,PS2,2007.0,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26
8582,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16
6685,Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25
13722,Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04
12813,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
2434,Madden NFL 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85
3526,Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57
7808,Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19
